id,date,title,key_characteristics,categories,abstract,pdf_url
117258-00,2019-11-19,"Intel(R) Server Chassis FC2HAC16W3,
Intel(R) Server Chassis FC2HLC21W3, PCN 117258-00, Product Design, Power Distribution Board",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/D8093B5A-94FA-4575-9749-772CECCC7417/PCN117258-00.pdf
117263-00,2019-11-19,"Intel(R) ADSL Chipset ARX168 Network Processor (PSB50810), Intel(R) ADSL Chipset ARX182 Network Processor (PSB50800), Intel(R) ADSL Chipset ARX188 Network Processor (PSB50812), PCN 117263-00, Product Discontinuance, End of Life",Product Discontinuance,"Networking Products, Consumer Electronics","Consumer Electronics, Networking Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/06D4160A-5804-4EE7-AF4A-F186E8FA17EA/PCN117263-00.pdf
117257-00,2019-11-15,"Intel(R) Core¬ i7-4860EQ Processor, PCN 117257-00, Product Discontinuance, End of Life",Product Discontinuance,Embedded Processors,"Embedded Processors, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/0B54F917-473E-4D49-87F8-790AB4460ECF/PCN117257-00.pdf
117254-01,2019-11-14,"Intel(R) Server System R2312WFTZSR, 
Intel(R) Server System R2308WFTZSR, 
Intel(R) Server System R2208WF0ZSR, 
Intel(R) Server System R2208WFTZS,
Intel(R) Server System R2224WFTZS,
1300W AC Power Supply Unit AXX1300TCRPS
, PCN 117254-01, Product Design, PSU Tempera",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/CB859C4F-F77F-4F63-88CA-7B162F057159/PCN117254-01.pdf
117255-00,2019-11-13,"Select Boxed Intel(R) Xeon(R) E-2274G Processor, PCN 117255-00, Product Discontinuance, End of Life",Product Discontinuance,Desktop Processors,"Desktop Processors, Product Discontinuance, Date to implement this change is a non-standard compressed timeline; please see PCN details for further information.",https://QDMS.intel.com/dm/i.aspx/30CDA47D-2175-495B-8CE4-7C50A0B6877D/PCN117255-00.pdf
117252-01,2019-11-12,"Intel(R) Server Board S2600WTTR and Intel(R) Server Board S2600WT2R, PCN 117252-01, Product Design, BIOS/ME/BMC Firmware Update, Reason for Revision: Changing the internal PCN Delivery System value for Product Category from ""Cable Modems"" to ""Server Boards &",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Customers may want to perform re-qualification, re-test, re-certification or standard validation testing for this change; see sample detail in PCN where applicable.",https://QDMS.intel.com/dm/i.aspx/8ED30B8C-88E5-4C77-8DA2-D14620616CF1/PCN117252-01.pdf
117246-00,2019-11-11,"Intel(R) Server System R2308WFTZSR,
Intel(R) Server System R2208WF0ZSR, 
Intel(R) Server System R2208WFTZSR, 
Intel(R) Server System R2224WFTZSR 
, PCN 117246-00, Label, Update regulatory label BIS URL certificate mark on 1300W Power Supply Unit.",Label,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/51B24258-3308-493C-ACD5-AFB5781DFCCF/PCN117246-00.pdf
117231-00,2019-11-08,"Select Intel(R) Xeon(R) Gold and Intel(R) Xeon(R) Platinum Processors,
Select Boxed Intel(R) Xeon(R) Gold and Boxed Intel(R) Xeon(R) Platinum Processors, PCN 117231-00, Manufacturing Site, Product Marking, Add 3rd site (Vietnam) for Test and Finish Goods",Manufacturing Site,Server Processors,"Server Processors, Manufacturing Site, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/755DAB64-53C9-4B57-B3FF-3536454E1902/PCN117231-00.pdf
117247-00,2019-11-08,"Intel(R) Wireless-AC 9462 SKU: 9462.NGWG.NV, PCN 117247-00, Label, Label Update",Label,"Networking Products, Wireless Products","Networking Products, Wireless Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/C9B18472-D7F9-4BDF-A030-DF63FB31494B/PCN117247-00.pdf
117242-00,2019-11-07,"F8P13080 Replacement Battery, PCN 117242-00, Product Discontinuance, Intel Falcon 8+ VF8+ Battery, LiPo 4000mAh Discontinuance",Product Discontinuance,Drones,"Drones, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/8721BC4E-8848-4840-8B7A-AA8C8E2DE442/PCN117242-00.pdf
117250-00,2019-11-07,"Intel(R) NUC 8 Rugged Kit NUC8CCHKR, PCN 117250-00, Label, Label Update",Label,"Desktop Boards, Consumer Electronics, Compute Module","Compute Module, Consumer Electronics, Desktop Boards, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/99B50605-86B7-4613-819B-795E9C1DBE43/PCN117250-00.pdf
117223-00,2019-11-04,"Intel(R) Core¬ i3-7100H Processor and Intel(R) Core¬ i5-7300HQ Processor, PCN 117223-00, Product Discontinuance, End of Life",Product Discontinuance,Mobile Processors,"Mobile Processors, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/024380DB-4F4B-40D5-818F-966705A1C064/PCN117223-00.pdf
117224-00,2019-11-04,"Intel(R) Core¬ i5-7440HQ Processor, Intel(R) Core¬ i7-7700HQ Processor, Intel(R) Core¬ i7-7820HK Processor, Intel(R) Core¬ i7-7820HQ Processor, Intel(R) Core¬ i7-7920HQ Processor, PCN 117224-00, Product Discontinuance, End of Life",Product Discontinuance,Mobile Processors,"Mobile Processors, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/86956EA3-10C2-42EB-92B1-D92CA88685BA/PCN117224-00.pdf
117237-00,2019-11-04,"Intel(R) Xeon(R) Gold 6222 Processor and Intel(R) Xeon(R) Gold 6262 Processor, PCN 117237-00, Product Discontinuance, End of Life",Product Discontinuance,Server Processors,"Server Processors, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/CC3EC431-4BC0-4A40-B80C-5802F2CA8CFE/PCN117237-00.pdf
117245-00,2019-11-01,"Intel(R) Server System R1304SPOSHBNR, PCN 117245-00, Product Design, Update 350W Power Supply Due to EOL of Components",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/4BC964E8-1D78-4DE6-950E-5DE241A9F2C3/PCN117245-00.pdf
117238-00,2019-10-31,"Intel(R) Omni-Path Director Class Switch 100 Series 24 Slot Base 1MM 100SWD24B1N,
 
Intel(R) Omni-Path Director Class Switch 100 Series 6 Slot Base 1MM 100SWD06B1N,

Intel(R) Omni-Path Director Switch Leaf Module 100 Series 32 port 100SWDLF32Q,

Intel(R) Omni-Pat",Product Design,Networking Products,"Networking Products, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/9BDCC7BD-9041-44D9-8931-C24C08BB4683/PCN117238-00.pdf
117234-00,2019-10-30,"Intel(R) ISDN Chipset for NT PEF80912 Transceiver - 2B1Q, 
Intel(R) ISDN Chipset for NT PEF82912 Transceiver - 2B1Q, PCN 117234-00, Product Discontinuance, End of Life",Product Discontinuance,"Networking Products, Telecom and Compute","Networking Products, Telecom and Compute, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/A79BDB0E-5A2E-43B0-AE46-F446EDB6B38B/PCN117234-00.pdf
117241-00,2019-10-30,"Intel(R) Server Chassis H2312XXLR3, PCN 117241-00, Label, Intel(R) Server Chassis and Package Regulatory Label Update",Label,Server Boards and Platforms,"Server Boards and Platforms, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/D657D749-C8F3-4A11-B0C3-3CEFF57B1B3D/PCN117241-00.pdf
117232-00,2019-10-29,"Intel(R) Ethernet Switch PSB6970 - 100M Switch, 
Intel(R) Ethernet Switch PSB6972 - 100M Switch, PCN 117232-00, Product Discontinuance, End of Life",Product Discontinuance,"Networking Products, Telecom and Compute","Networking Products, Telecom and Compute, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/A723CCF7-5AB3-46A1-B97D-E20CA34968C5/PCN117232-00.pdf
117233-00,2019-10-29,"Intel(R) Telephony Chipset for CPE DXT102 (PEF3201), PCN 117233-00, Product Discontinuance, End of Life",Product Discontinuance,"Networking Products, Telecom and Compute","Networking Products, Telecom and Compute, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/D06DDDE3-B6B2-4D75-B066-CA9934668A59/PCN117233-00.pdf
117226-00,2019-10-28,"NUC8I3CYSM, NUC8I3CYSN,, PCN 117226-00, Product Discontinuance, End of Life",Product Discontinuance,Desktop Boards,"Desktop Boards, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/83FA55FD-2ED4-4E81-B898-8826C70EEB5B/PCN117226-00.pdf
117227-00,2019-10-28,"NUC5CPYH, PCN 117227-00, Product Discontinuance, End of Life",Product Discontinuance,Desktop Boards,"Desktop Boards, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/73FB93A3-4AEC-4319-8903-ECC984CC7A53/PCN117227-00.pdf
117228-00,2019-10-28,"NUC5i3RYHS, NUC5i3RYHSN, PCN 117228-00, Product Discontinuance, End of Life",Product Discontinuance,Desktop Boards,"Desktop Boards, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/952D22AB-0AFD-415C-9C8E-6EBAD5E49385/PCN117228-00.pdf
117229-00,2019-10-28,"NUC5i5RYHS, PCN 117229-00, Product Discontinuance, End of Life",Product Discontinuance,Desktop Boards,"Desktop Boards, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/FFA61D16-CD9A-48E6-B14A-F046EFF2E4EA/PCN117229-00.pdf
115370-02,2019-10-28,"NUC5PPYH, PCN 115370-02, Product Discontinuance, End of Life, Reason for Revision: Product EOL",Product Discontinuance,Desktop Boards,"Desktop Boards, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/79681DC9-DF9F-4475-B986-3C43B74CDD05/PCN115370-02.pdf
117195-01,2019-10-24,"Intel(R) NUC Kit, NUC7i3BNK
Intel(R) NUC Kit, NUC7i3BNH
Intel(R) NUC Kit w/ 16GB Intel(R) Optane¬ memory
Intel(R) NUC Board NUC7i3BNB
Intel(R) NUC Kit, NUC7i5BNK
Intel(R) NUC Kit, NUC7i5BNH
Intel(R) NUC Board NUC7i5BNB
Intel(R) NUC Kit, NUC7i7BNH
Intel(R) NUC Board NUC7i7BNB",Product Design,"Desktop Boards, Consumer Electronics, Compute Module","Compute Module, Consumer Electronics, Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/798EF2FB-F42E-4271-8943-B1716D6EF5D3/PCN117195-01.pdf
117207-00,2019-10-24,"Intel(R) SLIC for PEB4266, Intel(R) SLIC for PEF4265, Intel(R) SLIC for PEF42652, Intel(R) SLIC for PEF4364, Intel(R) SLIC for PEF4365, Intel(R) Telephony Codec VIC104 (PEF3394), Intel(R) Telephony Codec VIS104 (PEF3304), PCN 117207-00, Product Discontinuance, End of L",Product Discontinuance,Networking Products,"Networking Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/F54797F5-8828-4235-94E7-4D4A473426AB/PCN117207-00.pdf
117210-00,2019-10-24,"Intel(R) PRI Transceiver PEF22552, Intel(R) PRI Transceiver PEF22554, Intel(R) PRI Transceiver PEF22554, Intel(R) PRI Transceiver PEF22558, Intel(R) PRI Transceiver PEF22554,Intel(R) PRI Transceiver PEF2256, PCN 117210-00, Product Discontinuance, End of Life",Product Discontinuance,"Networking Products, Consumer Electronics","Consumer Electronics, Networking Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/34C49738-F827-49FC-8647-805D7A0254A1/PCN117210-00.pdf
117222-00,2019-10-23,"Intel(R) NUC Board NUC8i3BEB
Intel(R) NUC Board NUC8i5BEB
Intel(R) NUC Kit, NUC8i3BEK
Intel(R) NUC Kit, NUC8i5BEK
Intel(R) NUC Kit, NUC8i7BEK
Intel(R) NUC Kit, NUC8i3BEH
Intel(R) NUC Kit, NUC8i5BEH
Intel(R) NUC Kit, NUC8i7BEH
Intel(R) NUC 8 Home, a Mini PC with Windows 10,",Product Design,"Desktop Boards, Consumer Electronics, Compute Module","Compute Module, Consumer Electronics, Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/5EC3C1AB-70A4-4CCD-A1D5-675A005A1F8C/PCN117222-00.pdf
117225-00,2019-10-23,"Intel(R) Integrated RAID Module RMS3AC160, PCN 117225-00, Label, Order Code, Label change and ordering code update",Label,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/9245145B-A37C-4C4A-8D17-01AFD738CE89/PCN117225-00.pdf
117203-00,2019-10-22,"Intel(R) Arria(R) 10 Power Devices, PCN 117203-00, Product Design, Power Model Update",Product Design,FPGA (Field-Programmable Gate Array),"FPGA (Field-Programmable Gate Array), Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/6A6C4E2E-0A28-4238-ABC1-BAE2D280ECB2/PCN117203-00.pdf
117220-00,2019-10-22,"Intel(R) Server Board S2600KPR, PCN 117220-00, Product Design, Firmware Update",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/72A23E77-406B-4149-B47D-21C66B53C13B/PCN117220-00.pdf
117214-00,2019-10-21,"Intel(R) RAID Premium Feature Key AXXRPFKHY5, 
Intel(R) RAID SSD Cache with Fast Path I/O
, PCN 117214-00, Product Discontinuance, End of Life",Product Discontinuance,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/DF7FB59B-2AC3-4F13-B0F4-737AABDE2681/PCN117214-00.pdf
117211-00,2019-10-18,"Intel(R) Wi-Fi 6 AX200, SKU:AX200.D2WG.LTNV

, PCN 117211-00, Label, Label updates",Label,"Networking Products, Wireless Products","Networking Products, Wireless Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/4096F186-2768-48FD-A1A4-1167AF139EE9/PCN117211-00.pdf
117205-00,2019-10-15,"Intel(R) Compute Stick STK2m364CC
Intel(R) Compute Stick STK2m3W64CC
Intel(R) Compute Stick STK2m364CCL
Intel(R) Compute Stick STK2m3W64CCL
Intel(R) Compute Stick STK2mv64CC
Intel(R) Compute Stick STK2mv64CCL, PCN 117205-00, Product Design, BIOS and Image Update",Product Design,"Desktop Boards, Consumer Electronics, Compute Module","Compute Module, Consumer Electronics, Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/8AFDFE1F-EE2A-4E4B-B51C-7562B2C1676E/PCN117205-00.pdf
117206-00,2019-10-15,"Intel(R) Server Chassis H2204XXLRE, PCN 117206-00, Product Design, 3.5"" Tool-Less Carrier Design Improvement for 2.5"" Drive Support",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/1B953993-E054-4865-924D-C9A7C6D45E1F/PCN117206-00.pdf
117204-00,2019-10-14,"Intel(R) Server System NB2208WFQNFVI, PCN 117204-00, Product Discontinuance, End of Life",Product Discontinuance,Server Boards and Platforms,"Server Boards and Platforms, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/6A25C9FA-B78F-4EFF-8D25-FD619BCE8A86/PCN117204-00.pdf
117197-00,2019-10-10,"Intel(R) RAID Smart Battery AXXRSBBU9, PCN 117197-00, Product Discontinuance, End of Life",Product Discontinuance,Server Boards and Platforms,"Server Boards and Platforms, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/941CCFFF-9B9A-46C9-BF6E-BF194DF5B182/PCN117197-00.pdf
117180-00,2019-10-08,"Boxed Intel(R) Celeron(R) Processor G3950 
Boxed Intel(R) Core¬  Processors:  i3-7100 ,i3-7100T, i3-7300, i3-7300T, i3-7320, i3-7350K, i5-6500, i5-7400, i5-7400T, i5-7500, i5-7500T, i5-7600, i5-7600K, i5-7600T, i5-7640X X-series, i7-6700, i7-7700, i7-7700K, i7-",Product Discontinuance,Desktop Processors,"Desktop Processors, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/C94085E7-D379-4084-A24E-5B243DE525D3/PCN117180-00.pdf
117191-00,2019-10-08,"Select Intel(R) Optane¬ SSD 905P Series, PCN 117191-00, Product Material, Documentation, Addition of Thermal solution and assembly guide",Product Material,Flash Memory Products,"Flash Memory Products, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/1502A0D6-F53A-4DD6-A4F2-AA5519E82621/PCN117191-00.pdf
117194-00,2019-10-08,"Intel(R) NUC BXNUC8i5INH 
Intel(R) NUC BXNUC8i7INH,, PCN 117194-00, Label, Product Marking, Revise IO logo and Description of Pretty Box, Rating Label Update, and Cosmetic Change on Power Adapter",Label,"Desktop Boards, Consumer Electronics, Compute Module","Compute Module, Consumer Electronics, Desktop Boards, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/0557F673-864F-4E22-AD05-37DB944F5FC2/PCN117194-00.pdf
116889-00,2019-10-07,"Intel(R) Core¬ i7-8706G Processor, Intel(R) Core¬ i7-8705G Processor, Intel(R) Core¬ i7-8809G Processor, Intel(R) Core¬ i5-8305G Processor, Intel(R) Core¬ i7-8709G Processor, Intel(R) Core¬ i7-8706G Processor, Intel(R) Core¬ i5-8305G Processor, PCN 116889-00, Product D",Product Discontinuance,Mobile Processors,"Mobile Processors, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/CA8D129D-6EF3-4CCD-A32A-6963AE23114A/PCN116889-00.pdf
117155-00,2019-10-07,"Intel(R) GL82B150 Platform Controller Hub, Intel(R) GL82H170 Platform Controller Hub, Intel(R) GL82Q150 Platform Controller Hub, Intel(R) GL82Z170 Platform Controller Hub, PCN 117155-00, Product Discontinuance, End of Life",Product Discontinuance,"Chipsets - Desktop, Chipsets - Mobile","Chipsets - Desktop, Chipsets - Mobile, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/060FC8BB-3A20-48E9-8E3D-61E13D302D3B/PCN117155-00.pdf
117157-00,2019-10-07,"Intel(R) GL82CM236 Platform Controller Hub, Intel(R) GL82CM238 Platform Controller Hub, Intel(R) GL82H110 Platform Controller Hub, Intel(R) GL82HM170 Platform Controller Hub, Intel(R) GL82HM175 Platform Controller Hub, Intel(R) GL82Q170 Platform Controller Hub, Intel",Product Support,"Chipsets - Desktop, Chipsets - Mobile","Chipsets - Desktop, Chipsets - Mobile, Product Support, Product transitioning from Intel Architecture to Embedded Intel Architecture.",https://QDMS.intel.com/dm/i.aspx/62DDAA24-1B4C-41F2-AA7A-88665C1059DC/PCN117157-00.pdf
117185-00,2019-10-07,"Intel(R) Xeon(R) Gold 5117F Processor, 
Intel(R) Xeon(R) Gold 6126F Processor, 
Intel(R) Xeon(R) Gold 6130F Processor,
Intel(R) Xeon(R) Gold 6138F Processor
Intel(R) Xeon(R) Gold 6142F Processor 
Intel(R) Xeon(R) Gold 6148F Processor 
Intel(R) Xeon(R) Platinum 8160F Processor
Intel(R)",Product Discontinuance,Server Processors,"Server Processors, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/989A37EE-1B1C-434F-9770-C4484EABAA21/PCN117185-00.pdf
117186-00,2019-10-07,"Intel(R) Omni-Path Host Fabric Interface Adapter 100 Series 1 Port PCIe x16 Low Profile 100HFA016LS, 

Intel(R) Omni-Path Host Fabric Interface Adapter 100 Series 1 Port PCIe x16 Standard 100HFA016FS, 

Intel(R) Omni-Path Host Fabric Interface Adapter 100 Serie",Product Design,Networking Products,"Networking Products, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/6C84F6AD-B7E4-4C89-B704-82AC7CA215F0/PCN117186-00.pdf
117169-00,2019-10-01,"Intel(R) Dual Band Wireless-AC 8260: 8260.D2WMLG, 8260.D2WMLG.S, 8260.D2WMLG.NV, 8260.D2WMLTG.NV, 8260.D2WMLTGNVS, 8260.NGWMG, 8260.NGWMG.K, 8260.NGWMG.S, 8260.NGWMG.NV
8260.NGWMG.NVL, 8260.NGWMG.NVS, 8260.NGWHLG
, PCN 117169-00, Product Discontinuance, End",Product Discontinuance,"Networking Products, Wireless Products","Networking Products, Wireless Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/1C6FA09E-CD58-4528-BDEA-D01FEE4FA528/PCN117169-00.pdf
117168-00,2019-09-30,"Boxed Intel(R) NUC Kit, NUC6i7KYK, Single Pack, PCN 117168-00, Product Discontinuance, End of Life",Product Discontinuance,Desktop Boards,"Desktop Boards, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/10FD85F5-F776-40A4-9563-7C31A6CF7B11/PCN117168-00.pdf
117151-00,2019-09-27,"Intel(R) 82599ES 10 Gigabit Ethernet Controller, Dual Port, FCBGA, Tray, Intel(R) 82599ES 10 Gigabit Ethernet Controller, Dual Port, Pb-free 2LI, FCBGA, Tape, PCN 117151-00, Product Marking, Update",Product Marking,Networking Products,"Networking Products, Product Marking, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/BC4B1AAF-E5D0-4153-AD7A-C404481A76F4/PCN117151-00.pdf
117176-00,2019-09-27,"Intel(R) Stratix(R) 10, PCN 117176-00, Documentation, Intel(R) Stratix(R) 10 Device Datasheet Update",Documentation,FPGA (Field-Programmable Gate Array),"FPGA (Field-Programmable Gate Array), Documentation, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/535EA1A9-0895-43F6-9EFC-B5519C3168A1/PCN117176-00.pdf
117181-00,2019-09-27,"Intel(R) Enpirion(R) Power Solutions, PCN 117181-00, Documentation, Package Outline Drawing Update",Documentation,FPGA (Field-Programmable Gate Array),"FPGA (Field-Programmable Gate Array), Documentation, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/6B6C48AE-12B4-40F1-8474-C991BAB16167/PCN117181-00.pdf
117182-00,2019-09-27,"Intel(R) Server Spare FR1000PS350, PCN 117182-00, Product Design, Update 350W Power Supply FR1000PS350D Due to EOL of Components",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/43F976BB-7D3B-4A4E-B6A9-948C5231378D/PCN117182-00.pdf
117173-00,2019-09-25,"Intel(R) Dual Band Wireless-AC 3168, SKUs:3168.NGWG and 3168.NGWG.S

, PCN 117173-00, Label, Label updates",Label,"Networking Products, Wireless Products","Networking Products, Wireless Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/51BD050D-216C-457B-A161-E9961318A0F5/PCN117173-00.pdf
117175-00,2019-09-25,"Intel(R) NUC Kit NUC7i3DNKE
Intel(R) NUC Kit NUC7i3DNHE
Intel(R) NUC Kit NUC7i3DNHE,
Intel(R) NUC Board NUC7i3DNBE
Intel(R) NUC Kit NUC7i5DNKE
Intel(R) NUC Kit NUC7i5DNK
Intel(R) NUC Kit NUC7i5DNHE
Intel(R) NUC Board NUC7i5DNBE
Intel(R) NUC 7 Business, a mini PC with Intel",Product Design,"Desktop Boards, Consumer Electronics, Compute Module","Compute Module, Consumer Electronics, Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/1FD77D38-CFBE-4249-A2C5-DDC0D9A4357B/PCN117175-00.pdf
117130-00,2019-09-20,"Select  Boxed Intel(R) Core¬ i9-9900K Processors, PCN 117130-00, Transport Media, Documentation, Change the i9-9900K shipper box and inside packaging component design, 3R Voucher changes for China products",Transport Media,Desktop Processors,"Desktop Processors, Transport Media, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/B5E09EE1-EDB9-4EA8-8579-260A9B495CB3/PCN117130-00.pdf
117167-00,2019-09-20,"Select Intel(R) SSD 760p Series, Intel(R) SSD Pro 7600p Series Products, Intel(R) SSD 545s Series, and Intel(R) SSD Pro 5450s Series, PCN 117167-00, Documentation, Brexit Warranty Booklet Change",Documentation,Flash Memory Products,"Flash Memory Products, Documentation, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/24D05866-7A56-4369-9F92-CC0E97AB3CB4/PCN117167-00.pdf
117158-00,2019-09-19,"Intel(R) Core¬ i5-8257U Processor, Intel(R) Core¬ i5-8279U Processor, Intel(R) Core¬ i7-8557U Processor, Intel(R) Core¬ i7-8559U Processor, Intel(R) Core¬ i7-8569U Processor, Intel(R) Core¬ i3-8109U Processor, Intel(R) Core¬ i5-8259U Processor, Intel(R) Core¬ i5-8269U Pr",Manufacturing Site,Mobile Processors,"Mobile Processors, Manufacturing Site, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/59904F71-E4AF-4A6C-909A-D9EC58E925F1/PCN117158-00.pdf
